64,18,46
61,21,40
52,30,22
54,28,26
50,32,18
48,34,14
44,38,6
52,30,22
46,36,10
47,35,12
38,44,-6
39,43,-4
39,43,-4
42,40,2
43,39,4
43,39,4
43,39,4
44,38,6
43,39,4
36,46,-10
47,35,12
37,45,-8
38,44,-6
26,56,-30
33,49,-16
28,54,-26
31,51,-20
26,56,-30
13,69,-56
23,59,-36
