1.1715
1.1439
1.1268
1.0947
1.0649
1.0437
1.0209
1.0158
1.0117
1.01
1.0057
0.99915
0.98895
0.98506
0.97636
0.97507
0.97408
0.97204
0.96885
0.95711
0.94888
0.9396
0.93291
0.90757
0.86876
0.85236
0.8498
0.84024
0.79973
0.79859
